username,rank,week,target,target_achieved
111597650027,1069,6,54,90
103210826813,1070,6,51,90
117797114087,1071,6,49,90
104119218143,1072,6,44,90
120711182075,1073,6,156,90
116923598450,1074,6,39,90
119692321012,1075,6,39,90
118376398075,1076,6,29,90
100215181862,1077,6,77,90
100666965950,1078,6,134,90
104103247153,1079,6,88,90
100719919807,1080,6,90,89
101285327278,1081,6,35,89
97141960673,1082,6,33,89
105366893350,1083,6,66,89
107537827400,1084,6,33,89
101906033437,1085,6,82,89
106750876150,1086,6,47,89
108651872758,1087,6,122,89
106169932003,1088,6,75,89
116804185312,1089,6,103,89
93907161197,1090,6,28,89
115666791103,1091,6,56,89
108509740928,1092,6,84,89
96208007075,1093,6,65,89
112253406128,1094,6,26,89
94514432122,1095,6,65,89
105333384817,1096,6,102,89
99696082508,1097,6,51,89
120195328153,1098,6,74,89
106481202178,1099,6,74,89
112220241073,1100,6,98,89
96776900575,1101,6,342,89
112695442078,1102,6,61,89
111827371778,1103,6,61,89
112775689700,1104,6,46,89
104410561162,1105,6,22,89
113861112200,1106,6,119,89
109511765197,1107,6,155,89
102854027222,1108,6,91,89
106562899537,1109,6,66,89
105571732453,1110,6,27,89
98309095433,1111,6,45,89
110966897548,1112,6,81,89
100878864922,1113,6,414,89
104998592582,1114,6,35,89
95810998328,1115,6,78,89
104784238988,1116,6,62,89
106664026072,1117,6,44,89
105623662733,1118,6,44,89
97567775608,1119,6,44,89
117343720432,1120,6,66,89
111873722887,1121,6,79,89
120778014583,1122,6,35,89
116915377777,1123,6,131,89
95749723618,1124,6,60,89
96961326358,1125,6,165,88
105877983562,1126,6,165,88
115897291172,1127,6,164,88
105058632502,1128,6,52,88
110026231450,1129,6,52,88
97528464575,1130,6,95,88
114167204443,1131,6,38,88
114374682700,1132,6,86,88
115879478188,1133,6,73,88
93974346412,1134,6,60,88
99306194167,1135,6,213,88
120150715312,1136,6,72,88
100293991582,1137,6,211,88
106287008350,1138,6,59,88
103845143512,1139,6,101,88
103392641413,1140,6,21,88
114575647450,1141,6,451,88
102636438182,1142,6,117,88
115184879693,1143,6,83,88
94749356152,1144,6,58,88
96525414197,1145,6,48,88
103756750613,1146,6,43,88
95344928737,1147,6,66,88
110289552508,1148,6,33,88
111681286775,1149,6,33,88
97278208352,1150,6,33,88
96054539950,1151,6,33,88
95953318753,1152,6,79,88
107574467758,1153,6,74,88
113732303975,1154,6,74,88
105253995463,1155,6,755,88
116280360332,1156,6,64,88
101982343697,1157,6,63,88
104813539372,1158,6,54,88
112351034575,1159,6,49,88
113543040577,1160,6,49,88
111059723357,1161,6,196,88
105286573600,1162,6,57,88
106573517878,1163,6,57,88
100577693953,1164,6,48,88
96832781972,1165,6,65,88
119888598482,1166,6,65,88
103685243707,1167,6,47,88
116528366617,1168,6,38,88
94127878867,1169,6,97,88
108774040607,1170,6,218,88
116424113893,1171,6,89,88
103347627400,1172,6,64,88
99312433498,1173,6,120,88
94988058650,1174,6,40,88
108858945700,1175,6,40,88
118746481975,1176,6,40,88
96353255833,1177,6,56,88
97584120728,1178,6,56,88
116236962287,1179,6,32,88
102369300637,1180,6,16,88
108411468100,1181,6,40,88
99487660408,1182,6,40,88
117247819825,1183,6,56,88
117688899100,1184,6,40,88
99659470123,1185,6,16,88
96205813825,1186,6,48,88
94105318225,1187,6,24,88
115227600850,1188,6,48,88
110127110525,1189,6,32,88
97514773828,1190,6,198,87
124327655728,1191,6,35,87
95184298025,1192,6,119,87
103529562400,1193,6,118,87
112941973825,1194,6,87,87
106498739083,1195,6,166,87
110987155708,1196,6,71,87
111841086922,1197,6,62,87
116191644088,1198,6,51,87
111074333998,1199,6,86,87
109478539753,1200,6,86,87
94181254225,1201,6,39,87
100166836688,1202,6,39,87
117808278103,1203,6,39,87
114971392723,1204,6,70,87
98460802358,1205,6,42,87
94100112307,1206,6,70,87
98579765548,1207,6,31,87
95961642292,1208,6,44,87
105873842077,1209,6,54,87
107014414225,1210,6,54,87
112502774575,1211,6,135,87
111050297647,1212,6,91,87
94857344900,1213,6,37,87
105568975450,1214,6,57,87
104261185600,1215,6,77,87
125145791683,1216,6,69,87
104340199717,1217,6,46,87
113197815152,1218,6,46,87
97171054100,1219,6,42,87
95804869975,1220,6,389,87
99498366292,1221,6,61,87
94662748367,1222,6,61,87
94393603453,1223,6,38,87
105176470600,1224,6,38,87
95282930188,1225,6,144,87
102873077225,1226,6,121,87
116426044075,1227,6,68,87
97362915200,1228,6,68,87
95748848407,1229,6,83,87
100766602547,1230,6,43,87
111092716492,1231,6,52,87
102957008950,1232,6,369,87
96863589637,1233,6,36,87
95566017088,1234,6,39,87
110130865057,1235,6,45,87
108171794825,1236,6,75,87
101003774075,1237,6,78,87
114566073700,1238,6,60,87
93944001727,1239,6,30,87
114886053382,1240,6,97,87
99289705450,1241,6,67,87
108024399652,1242,6,52,87
115704790972,1243,6,52,87
119485938325,1244,6,37,86
112324964575,1245,6,81,86
113181638173,1246,6,925,86
94574440525,1247,6,66,86
111565526725,1248,6,51,86
114567031057,1249,6,58,86
103861094692,1250,6,58,86
113346316700,1251,6,31,86
107067160828,1252,6,18,86
118312179217,1253,6,54,86
117581703713,1254,6,36,86
118689470917,1255,6,33,86
119074683212,1256,6,43,86
116589202252,1257,6,129,86
117045491732,1258,6,55,86
116125611047,1259,6,114,86
105207201892,1260,6,57,86
112242508498,1261,6,57,86
115808239942,1262,6,64,86
115961332933,1263,6,78,86
117473103025,1264,6,85,86
96825740908,1265,6,58,86
112932468575,1266,6,99,86
106822970068,1267,6,127,86
117546790877,1268,6,66,86
112675503313,1269,6,7,86
116850589648,1270,6,77,86
114519168107,1271,6,21,86
99875669777,1272,6,42,86
94071048578,1273,6,98,86
104930781868,1274,6,56,86
116255767112,1275,6,70,86
118724065738,1276,6,321,86
93976514077,1277,6,87,86
102994222067,1278,6,66,86
104762266388,1279,6,27,86
107752656622,1280,6,78,86
100322209408,1281,6,69,86
120120814637,1282,6,69,86
114633098350,1283,6,62,85
98234615573,1284,6,31,85
113019456527,1285,6,186,85
105126484508,1286,6,55,85
111164847118,1287,6,79,85
113084600575,1288,6,41,85
103575981427,1289,6,68,85
113446324475,1290,6,34,85
104512490225,1291,6,34,85
99746993825,1292,6,38,85
96272499797,1293,6,61,85
115575905350,1294,6,528,85
117542427137,1295,6,81,85
100462013332,1296,6,27,85
94435754318,1297,6,54,85
119102501150,1298,6,47,85
110630788117,1299,6,47,85
114330207217,1300,6,57,85
124872281837,1301,6,65,85
120233574322,1302,6,67,85
116316049237,1303,6,40,85
115982041948,1304,6,40,85
112497082477,1305,6,60,85
103944972472,1306,6,40,85
112872594698,1307,6,53,85
98494530892,1308,6,80,85
98407114900,1309,6,66,85
117023720417,1310,6,33,85
120091897852,1311,6,31,85
95616737450,1312,6,224,85
105363220922,1313,6,112,85
94682329577,1314,6,79,85
116111635657,1315,6,171,85
105868780372,1316,6,48,85
103283533453,1317,6,46,85
114795954100,1318,6,46,85
114450263027,1319,6,46,85
100512671458,1320,6,59,85
112453922087,1321,6,59,85
120715112887,1322,6,59,85
116769871367,1323,6,59,85
114438780863,1324,6,118,85
100921091743,1325,6,55,85
99475616977,1326,6,72,85
100780070732,1327,6,62,85
98571329225,1328,6,75,85
111380907473,1329,6,91,85
118503427558,1330,6,65,85
96288736063,1331,6,13,85
111724771357,1332,6,84,85
106267183802,1333,6,84,85
104976597518,1334,6,42,85
117368428453,1335,6,58,84
104713294093,1336,6,148,84
106313290252,1337,6,81,84
106683887600,1338,6,141,84
120031134938,1339,6,107,84
99661702393,1340,6,64,84
100022765677,1341,6,96,84
96247928593,1342,6,32,84
120584447702,1343,6,83,84
98542026908,1344,6,51,84
113174025877,1345,6,70,84
97801154512,1346,6,105,84
118731862450,1347,6,56,84
107731767487,1348,6,108,84
111946579748,1349,6,108,84
96945914143,1350,6,108,84
98257222547,1351,6,47,84
119057603632,1352,6,73,84
108008131897,1353,6,38,84
120829625863,1354,6,145,84
96412527718,1355,6,82,84
99091947628,1356,6,29,84
105440355350,1357,6,122,84
126926616238,1358,6,105,84
103303986808,1359,6,44,84
117492007573,1360,6,22,84
96261968897,1361,6,565,84
112817011742,1362,6,69,84
113815305368,1363,6,47,84
104783323417,1364,6,114,84
112196081047,1365,6,57,84
118320448850,1366,6,73,84
102976068487,1367,6,81,84
122769291118,1368,6,56,84
98713907153,1369,6,56,84
96047965525,1370,6,112,84
118593021850,1371,6,112,84
119712871213,1372,6,62,84
105761592683,1373,6,31,84
104629106825,1374,6,60,84
121806905575,1375,6,68,84
117401861092,1376,6,68,84
119046380575,1377,6,68,84
117520124842,1378,6,74,84
104115567523,1379,6,111,84
109172728372,1380,6,37,84
96463032958,1381,6,74,84
108771242102,1382,6,320,84
103717122722,1383,6,80,84
113895950647,1384,6,123,84
94534867628,1385,6,49,84
96847745083,1386,6,49,84
111829736398,1387,6,49,84
112296054113,1388,6,33,84
120675807647,1389,6,55,84
118957102927,1390,6,55,84
97553640392,1391,6,55,84
109419588700,1392,6,55,84
108864545002,1393,6,61,84
119041013213,1394,6,128,84
115302501988,1395,6,90,84
108350477513,1396,6,79,84
97397779243,1397,6,220,84
110304582092,1398,6,101,83
120051224200,1399,6,180,83
119320276483,1400,6,66,83
120845848828,1401,6,45,83
103305804982,1402,6,66,83
103934485898,1403,6,78,83
101924995450,1404,6,18,83
119849428042,1405,6,54,83
112303636825,1406,6,108,83
96628695052,1407,6,24,83
117653970352,1408,6,39,83
105653539918,1409,6,66,83
113607858653,1410,6,42,83
112837913128,1411,6,72,83
117865077157,1412,6,131,83
103839674818,1413,6,113,83
97973273008,1414,6,101,83
94643604253,1415,6,77,83
102917080402,1416,6,71,83
111592925722,1417,6,26,83
95458062527,1418,6,53,83
118921498783,1419,6,47,83
118844456008,1420,6,47,83
113040376657,1421,6,47,83
120804064613,1422,6,47,83
117019850173,1423,6,47,83
113738981128,1424,6,47,83
111896902043,1425,6,64,83
94952321287,1426,6,41,83
113900246167,1427,6,79,83
107252802575,1428,6,38,83
96692449087,1429,6,38,83
97353648593,1430,6,70,83
118124001628,1431,6,70,83
97122126743,1432,6,35,83
95110575493,1433,6,70,83
113390124202,1434,6,70,83
94745003057,1435,6,103,83
101101778482,1436,6,64,83
120734767907,1437,6,57,83
104370351718,1438,6,93,83
114529697098,1439,6,93,83
111622218025,1440,6,29,83
104400508075,1441,6,58,83
105221881108,1442,6,58,83
113187823352,1443,6,51,83
108534432568,1444,6,81,83
104134277627,1445,6,74,83
102897572678,1446,6,52,83
96481042372,1447,6,121,83
120885181748,1448,6,190,83
107925417700,1449,6,69,83
110558360762,1450,6,69,83
107575859287,1451,6,46,83
99836790173,1452,6,86,83
115122972077,1453,6,103,83
107945396317,1454,6,120,83
113897859757,1455,6,60,83
93797116078,1456,6,40,83
95581756450,1457,6,40,83
118957590692,1458,6,40,83
96904527400,1459,6,97,82
113357743928,1460,6,1019,82
111830209325,1461,6,74,82
98072896483,1462,6,91,82
117086620852,1463,6,83,82
99801492262,1464,6,261,82
116217676867,1465,6,72,82
120163951225,1466,6,170,82
96066812812,1467,6,51,82
100264434307,1468,6,85,82
112994735233,1469,6,51,82
105661354648,1470,6,79,82
95520992183,1471,6,79,82
125958078025,1472,6,107,82
118280562697,1473,6,45,82
117275423557,1474,6,45,82
112373789047,1475,6,73,82
111588201517,1476,6,73,82
118266944575,1477,6,73,82
97725541048,1478,6,84,82
115593694987,1479,6,56,82
115202159207,1480,6,56,82
97226608193,1481,6,123,82
118220746075,1482,6,95,82
102570753472,1483,6,81,82
118540916702,1484,6,86,82
96288297227,1485,6,39,82
96115035217,1486,6,295,82
94781572163,1487,6,30,82
118667547232,1488,6,477,82
94162158863,1489,6,244,82
104919329518,1490,6,61,82
114638844232,1491,6,72,82
116668408922,1492,6,155,82
116994211423,1493,6,83,82
107848772725,1494,6,105,82
107381596222,1495,6,138,82
95688031042,1496,6,43,82
101983698575,1497,6,93,82
98848139962,1498,6,55,82
115403849297,1499,6,44,82
94122672325,1500,6,44,82
116241301727,1501,6,77,82
112767141257,1502,6,44,82
111656712277,1503,6,33,82
107415892447,1504,6,51,82
98363199688,1505,6,159,82
112725828350,1506,6,126,82
118761102400,1507,6,82,82
95153322358,1508,6,82,82
95076123277,1509,6,82,82
95526674353,1510,6,47,82
117144213758,1511,6,53,82
97261006778,1512,6,71,82
103157222068,1513,6,60,82
117163575898,1514,6,24,82
111546160498,1515,6,49,82
100469633650,1516,6,49,82
117869446882,1517,6,49,82
113181162397,1518,6,49,82
103483153777,1519,6,87,82
114536397617,1520,6,38,82
115433637538,1521,6,38,82
112760967583,1522,6,83,82
109395732073,1523,6,65,82
108756317350,1524,6,65,82
97195742848,1525,6,184,82
117967544243,1526,6,87,81
100868085022,1527,6,94,81
116523056323,1528,6,27,81
102862644862,1529,6,27,81
111316727917,1530,6,54,81
94970189128,1531,6,27,81
106076409497,1532,6,54,81
105258583628,1533,6,178,81
104893678522,1534,6,124,81
109789933318,1535,6,70,81
120698407378,1536,6,70,81
95331392122,1537,6,70,81
117318046225,1538,6,140,81
111346455853,1539,6,113,81
108343029457,1540,6,43,81
98500744673,1541,6,43,81
118383696775,1542,6,43,81
95638166473,1543,6,129,81
105861878242,1544,6,86,81
97250862973,1545,6,126,81
110712179600,1546,6,75,81
105126025975,1547,6,75,81
113533033552,1548,6,154,81
103854258322,1549,6,31,81
106469204075,1550,6,64,81
103332170303,1551,6,24,81
120162970762,1552,6,64,81
103434481403,1553,6,48,81
107313483478,1554,6,40,81
107386230527,1555,6,96,81
117860707513,1556,6,48,81
118106018333,1557,6,170,81
111984910082,1558,6,154,81
119448788803,1559,6,69,81
94657962157,1560,6,69,81
106883991622,1561,6,78,81
103570974953,1562,6,53,81
118540429792,1563,6,53,81
98196056738,1564,6,62,81
110037959200,1565,6,90,81
97787002400,1566,6,90,81
116836087303,1567,6,46,81
120371899693,1568,6,74,81
119225036338,1569,6,74,81
109600703152,1570,6,37,81
101724178075,1571,6,58,81
94964523533,1572,6,79,81
100874373227,1573,6,79,81
113489674873,1574,6,79,81
114495240382,1575,6,158,81
119701128025,1576,6,50,81
95605367923,1577,6,60,81
104219178722,1578,6,63,81
116240819563,1579,6,126,81
98430185402,1580,6,131,81
112840763467,1581,6,199,81
96090922502,1582,6,89,81
115600426558,1583,6,68,81
119395029988,1584,6,68,81
100042446283,1585,6,47,81
100237567837,1586,6,47,81
98213340797,1587,6,47,81
96464789900,1588,6,52,81
111443689192,1589,6,83,81
107993724337,1590,6,83,81
111622690513,1591,6,57,81
111584894633,1592,6,150,81
117366974968,1593,6,300,81
119983123513,1594,6,91,81
114631183088,1595,6,31,81
117501218032,1596,6,62,81
102888499948,1597,6,49,81
99699208267,1598,6,67,81
115913661067,1599,6,103,81
98405340358,1600,6,36,81
119704553062,1601,6,36,81
116184895325,1602,6,334,81
97759585597,1603,6,94,81
112732475893,1604,6,77,81
95769416923,1605,6,77,81
95447576267,1606,6,77,81
119443901138,1607,6,1007,81
98890384372,1608,6,82,80
111311537732,1609,6,83,80
101009167577,1610,6,43,80
97131382325,1611,6,46,80
114725049742,1612,6,46,80
97250421950,1613,6,97,80
113104575502,1614,6,51,80
100032158452,1615,6,51,80
117816530107,1616,6,28,80
116305438450,1617,6,61,80
115245363662,1618,6,132,80
104236071775,1619,6,76,80
118709934850,1620,6,39,80
98845027573,1621,6,81,80
116176218632,1622,6,91,80
103598284463,1623,6,91,80
113748997225,1624,6,96,80
97414110118,1625,6,64,80
118267430923,1626,6,64,80
102561242257,1627,6,146,80
116579061877,1628,6,138,80
119276803187,1629,6,301,80
114844354108,1630,6,110,80
98533148278,1631,6,25,80
124106352142,1632,6,100,80
120299293483,1633,6,40,80
100503704488,1634,6,75,80
103154496775,1635,6,45,80
111671834725,1636,6,45,80
114042521350,1637,6,70,80
97942289363,1638,6,52,80
114041088607,1639,6,40,80
103946340325,1640,6,100,80
98243924012,1641,6,65,80
100194141325,1642,6,47,80
111516878177,1643,6,45,80
112595765893,1644,6,48,80
111913933157,1645,6,45,80
108680310287,1646,6,18,80
96447221200,1647,6,55,80
111072920023,1648,6,35,80
104730684812,1649,6,32,80
97403075593,1650,6,40,80
111442272868,1651,6,51,80
99236683453,1652,6,41,80
110462924575,1653,6,45,80
111060665950,1654,6,33,80
115110016775,1655,6,39,80
97479005767,1656,6,132,80
120673351282,1657,6,139,80
115133528788,1658,6,124,80
97572193073,1659,6,109,80
120721500593,1660,6,52,80
96056731475,1661,6,49,80
117056620075,1662,6,47,80
119465407612,1663,6,89,80
99268762297,1664,6,79,80
94150876150,1665,6,74,80
114788287708,1666,6,286,80
96989511862,1667,6,69,80
104046217903,1668,6,138,80
119494248877,1669,6,64,80
97383215023,1670,6,192,80
109373748857,1671,6,55,80
117151958422,1672,6,54,80
116917312027,1673,6,108,80
97815749950,1674,6,54,80
114326859950,1675,6,838,80
104796599588,1676,6,71,80
118492717463,1677,6,44,80
118865908450,1678,6,44,80
105553812577,1679,6,43,80
115141686578,1680,6,62,80
112235401633,1681,6,257,79
112845039043,1682,6,39,79
106055222932,1683,6,38,79
97402634225,1684,6,73,79
116054778950,1685,6,36,79
104754942700,1686,6,68,79
94422716963,1687,6,63,79
117187780823,1688,6,46,79
107070400078,1689,6,213,79
100876169893,1690,6,116,79
116896036157,1691,6,87,79
95856529372,1692,6,29,79
119983613377,1693,6,81,79
95708593025,1694,6,40,79
113232551983,1695,6,53,79
102879427618,1696,6,106,79
100422123443,1697,6,53,79
101992279678,1698,6,65,79
98252346313,1699,6,149,79
96506082643,1700,6,24,79
94111391978,1701,6,120,79
104745788450,1702,6,72,79
96507839977,1703,6,24,79
117716554702,1704,6,48,79
100599671825,1705,6,48,79
98169025747,1706,6,139,79
118681675597,1707,6,1447,79
110665128850,1708,6,56,79
95981357377,1709,6,67,79
98441721667,1710,6,134,79
119136667975,1711,6,43,79
101001526825,1712,6,43,79
102912997237,1713,6,43,79
108009061450,1714,6,53,79
114131846762,1715,6,74,79
120055144252,1716,6,62,79
97206324700,1717,6,100,79
105331089907,1718,6,95,79
104365782953,1719,6,133,79
94106619727,1720,6,57,79
104191787492,1721,6,76,79
116752957897,1722,6,76,79
117441114178,1723,6,38,79
109030723132,1724,6,76,79
97327175003,1725,6,76,79
118972711903,1726,6,94,79
115154643662,1727,6,28,79
120039464428,1728,6,26,79
95138926933,1729,6,52,79
102874891603,1730,6,52,79
113853954275,1731,6,26,79
110839266575,1732,6,59,79
98711241200,1733,6,125,79
94989366242,1734,6,33,79
100418090075,1735,6,33,79
112967639998,1736,6,33,79
118248950402,1737,6,33,79
117230387563,1738,6,49,79
96259336262,1739,6,49,79
120627667450,1740,6,146,79
104303657677,1741,6,134,79
112461035867,1742,6,47,79
115146005525,1743,6,216,79
116565542063,1744,6,23,79
100820031643,1745,6,61,79
119973326443,1746,6,145,79
95036445548,1747,6,36,79
105884426033,1748,6,56,79
119364246298,1749,6,70,79
94658397262,1750,6,56,79
102581171023,1751,6,42,79
96124242688,1752,6,238,79
97166204893,1753,6,42,79
104867572693,1754,6,56,79
119213317102,1755,6,112,79
114460788850,1756,6,91,79
119710424668,1757,6,28,79
100802519707,1758,6,98,79
104331520403,1759,6,42,79
116943425968,1760,6,367,79
111952257902,1761,6,107,79
113102197442,1762,6,93,78
111465879443,1763,6,65,78
118865420873,1764,6,390,78
112631834087,1765,6,117,78
112333496242,1766,6,51,78
96677497978,1767,6,125,78
103050962317,1768,6,37,78
98299783907,1769,6,37,78
96699485303,1770,6,37,78
115191119368,1771,6,73,78
102601554718,1772,6,127,78
98263428838,1773,6,30,78
112182817825,1774,6,108,78
117904407598,1775,6,60,78
109687803697,1776,6,30,78
94430973850,1777,6,60,78
97870160722,1778,6,60,78
120621282227,1779,6,60,78
110597393338,1780,6,60,78
95414810417,1781,6,66,78
97021665953,1782,6,83,78
115389437012,1783,6,166,78
119738806127,1784,6,53,78
103887530773,1785,6,174,78
119580304517,1786,6,46,78
109486494682,1787,6,92,78
115018870450,1788,6,46,78
119802431962,1789,6,92,78
114118469608,1790,6,46,78
118242628450,1791,6,34,78
99048770018,1792,6,101,78
100610437373,1793,6,101,78
95499576292,1794,6,89,78
99050105267,1795,6,275,78
98646380773,1796,6,86,78
108498560732,1797,6,86,78
117515761597,1798,6,64,78
109893048088,1799,6,96,78
118593995887,1800,6,73,78
116588719367,1801,6,73,78
95261104513,1802,6,82,78
111809401483,1803,6,41,78
97400868763,1804,6,41,78
117693265558,1805,6,61,78
109066682825,1806,6,91,78
100685363593,1807,6,50,78
108777772003,1808,6,50,78
112191344092,1809,6,50,78
120267902987,1810,6,59,78
99905616700,1811,6,59,78
105239772787,1812,6,68,78
116362356517,1813,6,136,78
97094362643,1814,6,68,78
124570618567,1815,6,77,78
117218282588,1816,6,187,78
103026448612,1817,6,43,78
119427283825,1818,6,19,78
97489161463,1819,6,199,78
114282393767,1820,6,104,78
120617352943,1821,6,52,78
116158384225,1822,6,94,78
114828539122,1823,6,42,78
103356720350,1824,6,140,78
119842573873,1825,6,60,78
94963651918,1826,6,63,78
97610629238,1827,6,27,78
93859062677,1828,6,36,78
115638415525,1829,6,477,78
117357285298,1830,6,72,78
94596622363,1831,6,72,78
120263979463,1832,6,288,78
96987750148,1833,6,27,78
116055260728,1834,6,54,78
117210051562,1835,6,148,78
113638367677,1836,6,74,78
97422938188,1837,6,65,78
103561872583,1838,6,65,78
96776460628,1839,6,112,78
116078387248,1840,6,30,78
95623734418,1841,6,94,78
114786850288,1842,6,94,78
97562474782,1843,6,47,78
129021585407,1844,6,76,78
103870210202,1845,6,76,78
112808936725,1846,6,76,78
94689292273,1847,6,125,78
104868946603,1848,6,58,78
108060657913,1849,6,58,78
112709685133,1850,6,58,78
108026258902,1851,6,58,78
114601019822,1852,6,58,78
116497472057,1853,6,58,78
99416302568,1854,6,85,78
119858240833,1855,6,89,78
103363085653,1856,6,89,78
103049146387,1857,6,258,78
98789901947,1858,6,40,78
98840581388,1859,6,40,78
107010250573,1860,6,91,77
120598198600,1861,6,213,77
95976976072,1862,6,71,77
98865481312,1863,6,133,77
118743070672,1864,6,133,77
115470157400,1865,6,31,77
96862269208,1866,6,31,77
99806406787,1867,6,31,77
95894626150,1868,6,93,77
97373506148,1869,6,124,77
111917244913,1870,6,31,77
115176240422,1871,6,62,77
102908914153,1872,6,31,77
107582353208,1873,6,73,77
117437237038,1874,6,73,77
116465133703,1875,6,53,77
117413006363,1876,6,53,77
108348149968,1877,6,53,77
115580232433,1878,6,75,77
99565291117,1879,6,75,77
104409190258,1880,6,86,77
120699881347,1881,6,88,77
100856407447,1882,6,66,77
97272915398,1883,6,66,77
112411244132,1884,6,148,77
99183230233,1885,6,61,77
95081356123,1886,6,136,77
104329236433,1887,6,57,77
97424262433,1888,6,127,77
97588096775,1889,6,70,77
114172938637,1890,6,70,77
102801875527,1891,6,70,77
106266722788,1892,6,70,77
95412189392,1893,6,70,77
112449653927,1894,6,70,77
103199014402,1895,6,420,77
117054200825,1896,6,94,77
103549585018,1897,6,45,77
113922202312,1898,6,48,77
98315746793,1899,6,24,77
93798848572,1900,6,96,77
112825087048,1901,6,48,77
109037260817,1902,6,61,77
94879124275,1903,6,74,77
111152116483,1904,6,224,77
101225925628,1905,6,100,77
105240690350,1906,6,63,77
103452675343,1907,6,165,77
118147819450,1908,6,104,77
119351543075,1909,6,39,77
95464616732,1910,6,52,77
119103965342,1911,6,52,77
97050741362,1912,6,52,77
120640438403,1913,6,39,77
112938646942,1914,6,68,77
95761101725,1915,6,95,77
99381970732,1916,6,19,77
111084703423,1917,6,82,77
98561117317,1918,6,82,77
112559229008,1919,6,69,77
99538518487,1920,6,69,77
106753648543,1921,6,56,77
101017258100,1922,6,56,77
113637414208,1923,6,59,77
119489360282,1924,6,74,77
96157130113,1925,6,43,77
103520916868,1926,6,43,77
110730061507,1927,6,43,77
95732220158,1928,6,43,77
94900034827,1929,6,129,77
93866861600,1930,6,43,77
103699360952,1931,6,73,77
103427659088,1932,6,73,77
112308376150,1933,6,73,77
119258732350,1934,6,42,77
102074044075,1935,6,60,77
103185385537,1936,6,30,77
107930063725,1937,6,30,77
98018429377,1938,6,90,77
103182205598,1939,6,57,77
98100800128,1940,6,60,77
95047345198,1941,6,30,77
115531677592,1942,6,77,77
115294818700,1943,6,94,77
118151708302,1944,6,47,77
110329477093,1945,6,47,77
119431193677,1946,6,47,77
96742147843,1947,6,47,77
112350086522,1948,6,188,77
97672496428,1949,6,111,77
116160794200,1950,6,70,77
104017937192,1951,6,64,77
98622396700,1952,6,64,77
117814588433,1953,6,55,77
117291890488,1954,6,81,77
113542087508,1955,6,196,77
113769030742,1956,6,49,77
113536369178,1957,6,166,77
119356917433,1958,6,83,77
115106178307,1959,6,1540,76
98453702350,1960,6,85,76
111402619450,1961,6,85,76
107479864900,1962,6,68,76
110272645450,1963,6,68,76
111814603262,1964,6,51,76
95665284188,1965,6,68,76
119127393638,1966,6,106,76
104400051128,1967,6,89,76
104797057402,1968,6,89,76
100319521825,1969,6,89,76
117411068017,1970,6,72,76
95258485600,1971,6,36,76
118690445350,1972,6,55,76
99657237878,1973,6,55,76
112248667963,1974,6,66,76
120366993178,1975,6,38,76
109674689575,1976,6,114,76
105840713113,1977,6,211,76
111390819200,1978,6,35,76
105961290622,1979,6,43,76
96445903612,1980,6,59,76
99978044227,1981,6,59,76
104858871472,1982,6,80,76
113409173582,1983,6,40,76
103671127423,1984,6,265,76
115607639173,1985,6,63,76
125561879200,1986,6,42,76
97558940978,1987,6,63,76
94946220458,1988,6,39,76
106384775012,1989,6,46,76
106109575325,1990,6,184,76
95092694450,1991,6,92,76
114429212833,1992,6,117,76
95282493650,1993,6,117,76
104902839232,1994,6,33,76
109402748458,1995,6,96,76
96193093468,1996,6,96,76
99298618100,1997,6,75,76
94829906447,1998,6,25,76
97806019537,1999,6,50,76
97578377692,2000,6,150,76
97227490132,2001,6,104,76
97466643025,2002,6,270,76
117288984475,2003,6,27,76
104351620417,2004,6,44,76
103075478938,2005,6,83,76
109362991918,2006,6,83,76
116390820772,2007,6,83,76
97301146150,2008,6,29,76
94577484937,2009,6,58,76
119242616272,2010,6,203,76
99866284352,2011,6,207,76
106181452403,2012,6,60,76
108695696075,2013,6,211,76
100710494797,2014,6,62,76
97396455178,2015,6,62,76
112908707200,2016,6,66,76
115784177917,2017,6,33,76
118502940725,2018,6,99,76
102896211743,2019,6,103,76
117493461832,2020,6,70,76
99392670928,2021,6,70,76
99206836963,2022,6,28,76
99905169698,2023,6,37,76
114484234468,2024,6,74,76
116861708722,2025,6,37,76
101979633968,2026,6,37,76
117278329402,2027,6,55,76
116325695827,2028,6,48,76
118073943422,2029,6,80,76
120379259653,2030,6,80,76
120722483332,2031,6,41,76
118425060325,2032,6,41,76
95458936408,2033,6,45,76
110360482342,2034,6,65,76
95794802392,2035,6,87,76
95157684823,2036,6,49,76
95528422747,2037,6,49,76
95951566475,2038,6,49,76
115006400603,2039,6,49,76
96567598853,2040,6,53,75
116231658637,2041,6,53,75
102062296898,2042,6,53,75
119146430825,2043,6,59,75
103246268102,2044,6,61,75
104841928025,2045,6,61,75
100101499717,2046,6,61,75
95886743437,2047,6,122,75
119144478223,2048,6,61,75
104618585797,2049,6,37,75
105088888123,2050,6,65,75
111123828793,2051,6,138,75
103068214450,2052,6,69,75
118937105423,2053,6,69,75
105265466063,2054,6,69,75
94513127803,2055,6,69,75
95763727538,2056,6,73,75
103475874937,2057,6,73,75
108400758587,2058,6,73,75
99476509058,2059,6,146,75
120905834093,2060,6,77,75
95966023247,2061,6,77,75
114680985100,2062,6,81,75
112430685307,2063,6,49,75
106463205277,2064,6,89,75
96581222950,2065,6,97,75
96732910825,2066,6,80,75
