username,name,chances
93777626623,HUP AIK TRADING SDN BHD,4
93799714825,PASARAYA CH SG LONG,0
93811842787,BIG TREE TRADING PETRONAS,2
93817040725,MUZHAR BIN MOHD BASHA,1
93837833917,RESTORAN IKBAL,0
93838267133,RESTORAN  KELUARGA AHMAD,1
93838700350,PETROAMAN ENTERPRISE ESSO,2
93846065192,HENG HUAT CHAN,1
93856896367,FOOK HING LOONG,1
93866861600,JOHAR MANSYUR ENTERPRISE,0
93906294448,PASARAYA AIK HENG,0
93932732092,BANG SHENG TRADING,0
93951804178,MURUGAN STORE,0
93998192102,RESTORAN GAO LAO,2
94033749475,KEDAI MAKANAN NG NASI PADANG,1
94038519878,GERAI YATI RAHMAN,0
94051530683,PETRON ALPHA CERGAS,4
94052398102,RESTORAN LAW TIAN,0
94056301537,GO LUCKY ENTERPRISE,0
94073217358,K.KOPI CHOP HUP HENG,1
94081458950,HAMDAN SAFIEE,0
94089267107,TAN & TAN PETROLEUM (BHP),2
94092303700,RESTORAN NAJATH,2
94097075588,REST MAHMUDAH MAJU,0
94127444983,ACS PETROL STATION (ESSO),0
94127878867,PALANI MINI MARKET,4
94154781628,PETRONAS AZAMEGA ENTERPRISE-MESRA,2
94172574275,KR SELVAN AS ENTERPRISE,1
94200785575,THE EMBERSHOPPE,0
94250274058,FOUR SEASON FOOD COURT,0
94251576562,KR TA BENA SDN BHD,0
94367101027,IRFAN MAJU MART (SELASIH),0
94404466178,METROIL ALPHA TRADING,0
94407942382,SHELL UNION PETROL COMPANY,0
94420978717,SEKINCHAN MINI MARKET,0
94429670107,FREEMAY ENTERPRISE-SHELL,2
94435754318,RESTAURANT PICCADILLY SDN BHD,0
94436623507,PSS - ROSHAN JAAN ENT,2
94437492700,A.V. RANI MINI MARKET,1
94473567737,FLF ETHAN ENTERPRISE,0
94478783975,SYARIKAT VINAYAGAR,0
94533128350,PASAR MINI ANANDUR,0
94562698252,PSS KK PETROL STATION PETRONAS,0
94569656548,PASARAYA CHEE SENG,0
94603581907,RESTORAN HIJAS,0
94604886850,XIN YIN TRADING,2
94610541707,KEDAI RUNCIT NOR ZARIF,2
94643604253,REST WEI WEI,2
94651870792,AL NAJUM RESTORAN,0
94689292273,RESTORAN HIJAS SDN BHD,4
94699736797,AZ NAWI ENT(Kampung Jawa),0
94720627573,M MINI MARKET - JHT GLOBAL SB,0
94728897475,98 KOPITIAM,0
94761545350,QALIQ HS ENTERPRISE(002108115-M),2
94763722075,MUMIN MINI MARKET,0
94766769532,REST HING LONG,1
94769817038,CALTEX-SH LEE ENTERPRISE,0
94770687763,AUSCOMM SDN BHD,2
94780701388,RESTORAN AL RIFA BISTRO,0
94804649158,PASAR MINI BARU TABINA 2,0
94812922727,PTNS STESEN SERVIS SAA NETWORK,4
94833390475,LIMBAWAN ENTERPRISE,4
94850811575,ARIFF BISTRO & RESTAURANT,0
94872154603,Syarikat Sri Alam,0
94920947683,PTNS ROFHAZ ENT - MESRA,2
94938812572,RESTORAN TAMAN MERU,0
94956679142,SHELL STESEN MINYAK ALISHA,0
94970624950,REST REGAL,0
94992417325,CHOP HUP KEE SHELL SERVICE,2
94994596700,PSS BUNGA MEKAR ENTERPRISE,4
95012468518,K/R HENG HUAT SENG,2
95015955898,PETRONAS MYRAIS ENTERPRISE,0
95016391825,KEDAI RUNCIT SOON FATT,0
95020751150,ZAHARIN EMAS ENTERPRISE,2
95025546523,NORLAILA BT MAY SAAD,0
95033393758,CHOP LEONG HUAT,1
95049525203,BLANG MENARA,0
95049961207,SHELL AJ KHIDMAT ENTERPRISE,4
95056065368,KEDAI UBAT HONG NING DESA,0
95065221977,SUN SING WOH,0
95076123277,PASARMINI  KINTA,0
95107958650,REST DOREMON,1
95136309700,SHELL HHH MILLION ENT - SELECT,0
95141980417,SHANGWAN KOPITIAM,2
95168591423,SIANG ANN M/MRKT,2
95186043283,KEDAI KOPI FOO FAH,1
95208733093,RESTORAN APOLO (BS) SDN.BHD,2
95228370688,PASARAYA JH KOTA DAMANSARA,2
95236226293,KEDAI UBAT & RUNCIT HOONG HENG,0
95249756150,husin b idris,4
95258922083,ONE CITY SUPER STATION,2
95268088457,REST KHALID,0
95268524962,PETRONAS SM KOP UPM BHD-MESRA,0
95292097717,PTNS GANDA MESRA ENT - MESRA,4
95296463362,MUTIARA RIA PETROMART,2
95305194952,RNK RESOURCES -SHELL,2
95320912822,RESTORAN SRI GANESON,0
95340125312,KEDAI SERBANEKA HIDAYAT,0
95354972653,USAHA SETIA - ESSO,0
95360213167,HUP JOO (SHELL),2
95364580372,RESTORAN TUCK LEE,0
95391222488,RESTORAN MOON CHEW,0
95402142463,BHP NG E & SONS,0
95403452902,BISMI MAJU ENT,0
95404763350,STESEN WAJA MUSTAFA KAMAL,2
95416120943,JAYA SUPERMART,0
95416557787,K MAKAN LIAN YEW,0
95430974200,KEDAI KOPI TAMAN ENG ANN,1
95431847957,R MANIKAM,1
95447576267,SIN JOO DEE ENT.,0
95448013183,PASARAYA BEST,2
95454567043,REST CHANDRAN CORNER,0
95455003975,SYKT LEE SHING AUTO CENTRE - BHP,0
95455440908,RESTORAN ARAFA,2
95477725817,RESTORAN MYDIN,0
95489524763,ABABIL JAYA ENTERPRISE,0
95490398788,CEMPAKA MURNI PETRO SERVIS,0
95530171157,SOON LEE,0
95550279022,TIRAM TEMPLER PARK SHELL,2
95553776258,PASARAYA HUP HENG (K.U) SDN BHD,0
95566891463,CHOONG Tien New Kopitiam,1
95573886607,MSN CASH & CARRY,0
95597497108,AZHARA ENTERPRISE,2
95641665317,Aqidmatin Fuel Enterprise,2
95648663197,ASM RETAIL SDN BHD (SHELL),4
95649100573,KEDAI RUNCIT  HOCK SOON,4
95652162233,KEDAI RUNCIT H S HING,4
95669658373,PASARAYA TAFAZ MAJU 2,2
95678407043,REST. RAMANIYAH,0
95692405747,KENBUILD FOODCOURT CENTER SDN BHD,0
95694593137,KWONG SANG TONG,1
95732220158,RESTORAN LEM LYE HOO,0
95735283148,TELAGA QAUSAR SDN BHD,4
95740096517,PM TIRAM SETIA,2
95769416923,KEDAI UBAT BAN FOE,0
95786048402,HERBS 'N' FOOD,2
95788236862,TEE MOCK YONG,1
95800492700,PASAR MINI ZUL AYOB,0
95805745442,REST LAU TAN,1
95821942303,PASAR MINI IMPIAN MAJU JAYA,0
95854340132,THAMESKODI ENTERPRISE,2
95856529372,MINI MARKET WALYNN,0
95860032208,PETRON MFA FUEL RESOURCES,0
95865286582,RESTORAN SIN YUN,1
95867475947,BHP PETROL SS2,0
95937986863,YEW LEE MINI MARKETS,0
95951566475,KR TA BENA SDN BHD,1
95961642292,JUNMAY ENTERPRISE,0
95970404302,PETRON CAHAYA PETRO ENTERPRISE (ESSO),4
95976976072,PERNIAGAAN HAMID DAN JAMIL,0
95989243978,TASTY CORNER FOOD COURT,2
95995816393,DEEN SUPERMART,0
95997569075,PETRONAS SUBANG BESTARI,2
96022108303,YEN MENG MEDICAL & TRADING SDN BHD,4
96047965525,KEDAI RUNCIT LIM YIT HING,0
96053225047,PETRONAS MESRA LOKMAN,4
96056731475,REST DE COFFEE O,0
96095744803,PASARAYA SRI DINAR,0
96167655277,LAYAR BIRU TRADING,0
96170725225,REST NTS ASIA SRI MUDA,0
96179496775,C H VERSATILE ENTERPRISE,1
96181251133,SHELL WRENTHAM AVE K,2
96193093468,REST PENG CHU,0
96219412378,PETRON 9TH MILE OKR,2
96220728418,PETRONAS ALYA SARA UMARUDDIN ENTERPRISE,0
96255387377,SHELL-SIN SWEE CHOON,4
96271183403,KANTIN YEE WAH,0
96272499797,BALKEES ENTERPRISE,0
96274255003,KEDAI MAKANAN FA KEE,0
96276449033,BABAU SENTOSA ENTERPRISE,0
96304973698,RESTORANT SHAAZ,0
96323407267,PASAR MINI YAKIN MAJU,0
96327357547,SUN HUP PETROLEUM (ELITE) SDN BHD-CALTEX,4
96329991112,REST NASI KANDAR RAFIQ,1
96353255833,PASAR RAYA KITA,0
96365547763,SAAHARAA FILING STATION-SELECT,2
96386182408,KEDAI RUNCIT M.R,0
96417358082,Eng Hoe,1
96423066850,PASARAYA TASIK 1,2
96445903612,KEDAI RUNCIT BERKAT,0
96447221200,PASARAYA LIT ONN SDN BHD,0
96452930852,RESTORAN IBRAHIM MAJU (SEK.3),0
96458640673,KRISHNA MINI MARKET,2
96459519122,YAKSHA TRADING - PETRONAS,4
96463032958,SRI INDAH CURRY HOUSE,2
96481042372,SUN THONG HING,2
96484995883,HENG KEE CENTURY RESTAURANT,1
96488949475,KEDAI RUNCIT AMAN SABE,1
96489388768,TIP TOP CONVENIENT STORE,0
96495538975,CHANDRAMUKHI CASH & CARRY,0
96495978283,SYUKUR ENTERPRISE,0
96532444333,FATIMAH AL BARAKAT  M/MARKET,0
96575509502,SST MINI MARKET,1
96617265517,YS GREATWALL RESTAURANT,0
96635289322,KEDAI TIONG KANG,1
96641004538,Pasar Mini SSS,2
96649357850,REST AL CAHAYA FOOD PLACE,2
96656392498,KEDAI RUNCIT HONG YUAN,0
96664746475,PASAR RAYA NAM TECK,0
96714877918,REST XIANG CAI,0
96733350673,PETRON FAAZ FUEL RESOURCES,0
96743467453,STESEN MINYAK HAIZA,2
96757983757,PASAR MINI USWAH,0
96776460628,RESTORAN AKRAM,2
96776900575,SYARIKAT WING FATT,4
96785699725,GUARDIAN CATERING & RESTAURANTS SB,1
96824420737,RESTORAN WEE KEE,0
96851706100,RAHIMAH STORE,2
96854346823,KEDAI RUNCIT BALASUNDRAM,0
96882516775,YAH SENG MINI MARKET,1
96889119700,PETRON TELUK PULAI TMN MELAWIS,0
96897483728,PASAR MINI SAKILA(Sg. Kandis),0
96898804397,PASAR MINI DE SDN BHD,2
96901445762,RESTORAN TAMAN SEJATI,2
96903206692,DYNAMIC SENSATION SDN BHD,0
96913332350,PASAR MINI LIAN KIM,2
96931383748,BHP HUJUNG PERMATANG,0
96949436827,KOPERASI PERODUA SELANGOR  BERHAD,0
96961326358,THIAM KEE MINI MARKET,2
96971895442,PASAR MINI DARVITRA,0
96985548028,DONASS FOOD CORNER,1
96989511862,CWL MINI MARKET,0
97010213200,PETRONAS LAGENDA,2
97010653678,RESTORAN ALAVUDIN MAJU,0
97034000443,SKCN MULTI IDEA (PETRONAS),0
97044132932,PETRON STANVAC GASOLINE STATION,0
97061315318,PETRONAS ADIL ABADI,0
97065280700,RESTORAN AACHIE CORNER,0
97087752728,KEDAI UBAT & BARANG RUNCIT WEI POH,2
97113753025,MD ZAKI HUSSIN ENT,0
97139316032,PSS PERMATA SAUJANA ENT,2
97152539597,REST AL- SHARIFF,0
97162678273,5Petrol Ijok 2,0
97163119097,REST JIT SIN,0
97201474613,RESTORAN FOOK KEE,0
97208529325,P/M FAIRPRICE,0
97234104802,RESTORAN RUHMANA MAJU SDN BHD,0
97235427763,PETRON STM MYK KEANGLI SB,2
97237191725,RESTORAN  WANXIANG,0
97238073712,KEDAI KOPI SHIN LOK,0
97243365718,PETRONAS MAZA INDAH ENTERPRISE,2
97246893802,PASARAYA EKONOMI KAPAR,0
97247775833,RESTORAN NASI KANDAR JATI,0
97272915398,RESTORAN LAI HING,0
97278649438,ZAHIENOR ENTERPRISE,2
97279972702,ALJANNAH PETROL ENTERPRISE,0
97302910708,AT THAHURA ENTERPRISE,0
97303351850,MAXIS RESTORAN,0
97306439872,REST OLD HOMETOWN,1
97309527943,MOLIZA ENT PETRONAS MESRA,4
97327175003,SR SHANAZ CATERING,0
97328939797,REST LONG HIN,0
97339087673,EE FATT TRADING,0
97343058725,PASAR MINI SINTHA,1
97368651892,BHP DROSH SERVICE CENTRE,4
97369093183,RESTORAN BISTARI MAJU,0
97373506148,RESTORAN TROPICANA,4
97398220600,BHP SYARIKAT  ASSOCIATED SERVICE STATION CO,0
97410137617,PSS FADHLYN ENTERPRISE,4
97441478437,KEDAI UBAT DAN RUNCIT JJ THOONG ONN,1
97450307747,kedai kopi wah cheong,0
97466201513,RUVEN STORE,2
97481655028,NEW WEN KEE RESTAURANT,0
97517423575,RESTORAN SELERA KAMPUNG SUBANG,1
97527139622,SHELL BAN SENG LEONG - KEDAI,0
97531114508,DYNAMIC POWER ENT,2
97531997827,NAZAR BIN SALLEH,1
97536414482,RAHMANIYAH MINI MARKET,0
97540831237,PETRONAS PERMATA BANGI,2
97548339950,PASARAYA Y.S.T,0
97554965525,RENERGY ENTERPRISE,2
97555848952,P/M RINGLET,0
97562474782,TC NG CIGARETTE STALL (K KOPI EVERYDAY),2
97572193073,PASAR RAYA PERWIRA,0
97573076578,REST QI XIANG,2
97580586532,PETRON AZBI TRADING SDN BHD,4
97584120728,TAHA BIN MD ALI,0
97587654988,ANJUNG ENOLILS MESRA,2
97596049112,HIZBAH STORE,0
97605769075,PASARAYA WALK IN,0
97609303727,RAMZAN STORE,0
97620791788,PASAR MINI MURU,0
97628745457,G.U.S. (Sri Damansara) SDN BHD,1
97637583247,KR CHOP ENG HONG,1
97687524275,EIGHT TO EIGHT TO EIGHT KOPITIAM,0
97696364725,RESTORAN JUE YUEN,2
97702111232,REST MKN LAUT TAI WONG,0
97710510277,SEMBOYAN TEGAS SDN BHD,0
97731730525,RESTORAN ALIF MAJU,0
97750742287,PASAR SEGAR LATHANSA,0
97753395238,REST JAMAL MOHAMED SHERIFF,2
97753837400,REST MAN XING,0
97761354307,REST MUTIARA D MAJU,1
97778157850,RESTORAN KIAN WAH,0
97782580075,HMN Mini Market,2
97793193823,PERNIAGAAN SINHO,0
97799385442,HAZANAZ SERVICES,2
97817519168,DEK WAN RAZAK ENTERPRISE,2
97849810207,PSS - MASNADI ENT (KINRARA GOLF),2
97866178933,CHIN MARY,1
97933880362,SHELL ALAF SALAK TINGGI,4
97936535797,RESTORAN BENASIR,1
97939633850,RESTORAN PS MAJU,1
97942289363,PASAR MINI ZAK,0
97954682233,SHELL TIRAM WAWASAN ENT,4
97959551075,MCM SUPERMARKET,0
97983454418,MEYUN MART,0
97986995902,SENTRAL LDP BARAT SHELL,0
98037911807,PTNS STESEN LALUAN SUTERA,2
98040125842,UCU BAHAROM ENT.,2
98041011463,SHELL MFI ENTERPRISE,0
98046768097,ANMA JITU (M) SDN BHD,0
98062267567,JN CROSSOVER,0
98072896483,A & P MINI MARKET,0
98094156043,PSS STESEN MINYAK AZRAF,0
98110545193,RESTORAN TUCK KEE,0
98149087237,JENARIS STORE,0
98154403975,MF HO SERVICE STATION,0
98158391623,RESTORAN TAN KIAN LAI,0
98174786138,PETRONAS MAI BARA ENT,2
98194727258,KEDAI KOPI  NAN KING,0
98213340797,RESTORAN DOUBLE EIGHT,1
98243924012,YS HYPER,0
98244367282,PTNS FAJAR FIRASAT ENT,2
98263428838,V MART,2
98269191998,STESEN MINYAK SAAIMAH HASHIM,4
98341024013,JARI SYNERGY ENTERPRISE,2
98369409325,BHPETROL DAMANSARA JAYA,2
98369852878,PSR MINI REZEKI (CAW),0
98389813798,ZETTY JML ENTERPRISE,2
98393362618,HIJAZ SUPER BAZAR,0
98406671263,WARISAN ELITE SDN BHD,4
98419093477,P/M PAK TEH,1
98441721667,PASAR MINI AHSIQA,2
98453702350,FRESH.MART.SDN.BHD,2
98465239993,REST SHOON KEE,0
98483879152,POLY BRIGHT RESOURCES SDN BHD,0
98490092597,MERALI ENTERPRISE STATION SERVICE PETRONAS,2
98497193917,PETRONAS KFS PETROMART,2
98497637758,PETRONAS PERSIARAN JAYA,0
98510953453,BHP HUP LEE ANG MARKET,0
98517167752,SHELL IMEJZ ENTERPRISE,2
98519831083,SHELL AG BERSATU ENTERPRISE - SELECT,0
98523826147,SHELL SEJATI FUEL,2
98530040852,CGT RESOURCES,2
98542026908,REST HAMEEDS,0
98563337252,PETRON SINAR HAKIM ENT(PETRON TAMAN UNIVERSITI),0
98571329225,PASAR MINI GNR (NILAI 3),0
98572217242,ADI KEDAI JAMU,0
98579765548,AL BERKAT CURRY HOUSE,0
98591754628,SIM SYMPHONY RESTAURANT,0
98607741202,PASAR MINI AL HIDAYAT,0
98609961662,JS HOCK SDN BHD,0
98617067302,CRV MART,0
98622396700,THREE THREE CONVENIENCE STORE,0
98622840823,SHELL SENTRAL SHAH ALAM,0
98646380773,MAFANA RESOURCES,0
98647713307,PETRONAS ABADAN ENT,0
98658818107,ARED PETRO(SHELL),2
98668590848,NTS ASIA (M) SDN BHD,0
98673921638,PETRON PERSIARAN BANDAR UTAMA,0
98692136257,SHELL JAKES STATIONS SDN BHD,2
98703243557,PONNUSAMY,1
98709019600,DIYA AL DIN ENTERPRISE,0
98711241200,PASARAYA S. PUTRA,2
98713462825,PASAR MINI HAJAH SATHIK,0
98756122873,PAGI DUA ENTERPRISE (PETRON),4
98769456028,HUP HONG LEE TRADING SDN BHD,0
98769900482,ALI SHOPPING CENTRE SDN BHD,1
98787679462,RESTORAN ASSHIFA MAJU,0
98807682727,RESTORAN REGAL,0
98814350932,PASARAYA SUNLIK,1
98816573717,SIN CHUAN HIN CASH & CARRY,0
98825909687,KEDAI RUNCIT AIK SEONG,2
98837913725,STESYEN MINYAK SHELL FARSHA,2
98845027573,HARIS KAHAR ENTERPRISE,0
98852141677,PETRONAS BIN SALIM ALFATEH STATION SDN BHD,2
98858366728,K RUNCIT DASHU  CORNER,0
98865925982,PSS BATU 14 PUCHONG,0
98880600653,SYKT YEE HUP,1
98881045357,YAP CHOG LIN,0
98882824183,GANGGA M/M,0
98889939647,YEONH JOO SENG,2
98890384372,LEE CHUE LENG,0
98890829098,AMASYARA ENTERPRISE,0
98902392325,KAMAL AGENCIES,0
98908618958,REST NASI KANDAR SHAH MAJU,0
98913956228,PETRONAS PSS REZEKI NAIM ENTERPRISE,4
98918848852,KEDAI RUNCIT SOON HIN,0
98953545475,DOUBLE FOUR CONVENIENCE SHOP SDN BHD,0
98978904547,STESYEN MINYAK SHELL,2
98984688650,AV RANI STORE SDN BHD,0
99010051712,MAULY ZASKAY ENTERPRISE,1
99011386700,SYKT SUPERIOR AUTO REPAIRS,0
99039423527,ABIZ MART BARU,0
99048770018,PASAR MINI A M,2
99083044258,FAN WAH RESTAURANT,1
99085715227,PASAR MINI APN,2
99087941062,PETRON PUCHONG UTAMA,2
99099961003,NUR SUHAIMAH MINI MARKET,0
99106639063,KEDAI KOPI KWEI FONG,0
99143149768,JOO SENG ENTERPRISE,2
99148493362,BHP - PERWIRA NIAGA M'SIA - BHP (PERNAMA),0
99176549593,WONG YEE SENG KOPI TIAM,2
99183675617,PETRON LITRAK LAYBY2,2
99184566388,Wahab Niaga,0
99196592188,THE SAYVEN 27 SDN BHD,0
99217527727,BYHATIE GEMILANG SDN. BHD,0
99229110038,LEE KOH FOH,2
99234455948,MARICAR OIL SERVICE STATION,0
99235346947,PASAR MINI NAINA MOHAMED,1
99236237950,MEGA MILLION EMPIRE (Petronas),0
99238465475,PTNS MAJU MAKMUR BARAKATH ENT - MESRA,2
99239802002,KEDAI UBAT & RUNCIT CS,0
99245148200,REST SRI SENANGIN,0
99246039247,ARM STORE MART,0
99252722227,PETRONAS USMA JAYA,2
99268316722,MAGRON MART SDN BHD,0
99268762297,AZHAR STORE,0
99306194167,CHOP LIAN HUP,2
99310650812,REST DAY TO DAY,0
99316890283,SAUJANA RAWANG ENTERPRISE,2
99324912748,RESTORAN AL BAQIYAT,0
99326695562,PETRONAS BE PETROL STATION,0
99344078837,CKY MINI MARKET,0
99352993927,PASARAYA YAN SENG,4
99436369373,PASAR RAYA SENG SIANG,0
99439045100,LUONG JATENG TRADING 3,0
99444842632,CHIP SENG,0
99460006207,SHELL MR JAY ENTERPRISE,2
99464020288,HMN SERVICES SDN. BHD. (PETRON),2
99470710603,SHELL ABAH TRADING,2
99476509058,RESTORAN DOUBLE SIX,0
99478739278,AMEEN ENTERPRISE,1
99482307682,ZIMMY MOBILE,1
99498366292,MY FAMILY MART,0
99538518487,FULLHOUZE 168 RESTAURANT,2
99555027850,WANG WANG SATU DUA ENAM,0
99565291117,MORNING CAFE SSM,0
99595191475,PDS SONS HOLDINGS SDN BHD,1
99616615387,RESTORAN NASI KANDAR AMIRAH,0
99642952102,M TOP MINI MARKET,2
99647862722,PETRONAS MULTAZAM AHZA ENTERPRISE,2
99649648432,NASI KANDAR - AL SAHI (BKT RIMAU),0
99657237878,RAHMAT BISTRO,0
99672864118,MGH GARDEN SDN. BHD.,0
99692956798,RST COCA,1
99703227172,PTNS MOFA TULEN ENT  PET,2
99714837797,PSS - PILIHAN MESRA ENTERPRISE (PRO),2
99728235512,LA VINN MART,2
99736274573,SHELL ARIENNA ENTERPRISE - SELECT,2
99736721197,PETRON SEAPARK AUTO SERVICES SDN. BHD.,0
99749673728,PASAR MINI BUSHRA,0
99759053672,SEVEN STAR RDSM MINI MARKET,0
99760393700,REST TWENTY THREE,1
99762180418,CHOP SOON LEONG,0
99767093975,SHELL CONVENIENCE RETAILING SDN BHD,4
99800151958,HASRAT MUDA(PETRONAS),0
99808193917,RESTORAN 3030,1
99842152427,PSS RIZQYI ADN ENTERPRISE,0
99864943613,NATHANS CORNER HOLDING,0
99865390525,MUIN TRADING,0
99866284352,PASAR RAYA CT MART SDN BHD,2
99872541253,PETRON DELTA TIRAI (PETRON),4
99874775908,RESTORAN AL FAIZE MAJU,1
99875669777,KEDAI RUNCIT SIN HIAP SENG,2
99881926972,BP PNIAGAAN HAJARIAH ABD MALEK,0
99893547997,PASAR MINI HASSAN MAJU,0
99893994973,SHELL SUHAZ MAJU ENTERPRISE,0
99897123833,THE CHETTYNAD RESTAURANT SDN BHD,1
99907851725,AZALI  RESOURCES SDN BHD,4
99916792075,NIPPON KOPERASI,0
99951216157,WAN SHENG MINI MARKET,2
99959264200,SWEE CHING,0
99960158447,PASAR MINI ASIK,0
99968653993,K R GOPI(GOSUSU ENT),1
99970889723,PSS FARHAN ENT,2
99973125478,PASAR SEGAR JIMAT,0
99977597063,SURIA BISTARI ENTERPRISE,0
99982068748,PASAR MINI MURNI JAYA,0
99999509275,XIN HWA GIAP CASH & CARRY,0
127162017862,RIVERSIDE MINI MART (M) SDN BHD,1
104003342200,RESTORAN KAM MEE,1
105582760825,NOOR SUPER MINI MARKET,0
115007359798,BERKAT MADINA MART,0
97992750950,PASARAYA BAN SOON SDN BHD,2
169209258650,Asiamarket,0
166179871468,PEIFUEL Enterprise,0
166181600992,Petron Maps 24 Resources,0
102539503993,HOT MART 24HR - PANTAI TENGAH,0
102594759928,EASTERN NATIVE DUTY FREE SDN BHD,0
102946118578,TAMAN LANGKAWI MINI MARKET,0
103495437400,TOP VINTNER (COCO VALLEY),0
103816434475,GECKO MINI MARKET,1
103913970218,TOP SAIBURI ENTERPRISE,0
103987836143,CENANG SUPERMARKET,0
104015200553,QB MULTI VENTURE SDN BHD.,0
104341570168,K/UBAT & RUNCIT SIM BAN,0
104548611553,EDISON GLOBAL ENTERPRISE,0
105216376282,PETRONAS KEDAWANG,0
105395815957,HOT MART 24HR - TRIMULA,0
105554272042,CENANG DUTY FREE,1
105770331277,HOT MART 24HR - ORKID RIA,0
107178248788,TUNAS SERASI ENTERPRISE,0
107408476583,OSKI ECONOMY SHOP,0
107485428622,NORMA ISMAIL,0
107716914223,COCO VALLEY SDN BHD,0
108383065768,BAYUSABRINA OIL SDN BHD,2
109181139475,24HR G MART,0
109273215502,PETRONAS HARBOUR PARK,0
109420056503,HOT MART 24HR - DAYANG WALK,1
109777281658,K/R HASHIM OTHMAN,0
109842890768,KEDAI RUNCIT ABDUL RAZAK,0
110269827733,TEOW SOON HUAT DUTY FREE SDN BHD,0
110283447032,HOT MART 24HR - ULU MELAKA,0
110537671588,QUINTSMAS - CENANG MALL,2
110578111325,HAMSOM JAYA ENTERPRISE,0
110776655362,PASARAYA BORONG KUAH,0
110871756053,TICTAT TRADING,0
115761080725,HAPPY ANGEL MINI MARKET,0
116080314562,SAW CHIN SEAN,0
116763105832,520 KG MINI MART-KUAH,2
116928434275,GJ BAN TRADING,0
117120981302,STESEN PETRONAS MAHSIRU,0
117543881708,BHK DUTY FREE SDN BHD,0
117545336288,C88 -CENANG,2
117662216950,PASAR MINI CHOP ENG GUAN,0
118015150732,PETRONAS  KPD LANGKAWI,2
118084634575,CHOP LEAN HIN,0
118197407107,EASTERN NATIVE 2,0
118441121062,PETRONAS DAMAI WANGI ENTERPRISE.,0
94365797725,LUCKY SMILE SHOP,1
94633162825,PL SOON HUAT - PADANG MATSIRAT,0
96422627708,TANJUNG RHU SUPER MARKET,0
99658130773,BILLION DUTY FREE LANGKAWI SDN BHD,0
99663934688,PASARAYA BORONG PL KEAN HIN,0
100060786772,LIAN HIN TRADING CO,0
100472323243,PETRONAS (PETROGLOBE TRADING),0
102956555173,BEE YIN TRADING,0
103684332950,SHELL (CAHAYA EERA),0
104263468825,SADIQ ZAFAR ENTERPRISE,0
104329693225,FAMILY SHOPPING MART,0
104905587523,EMPORIUM LABUAN SHOPPING  MART,0
105094848077,HAO YIN TRADING DUTY FREE,0
105352204022,BEE HING MINI MART,1
105747795638,PETRONAS (M FOR U SHOPPE),2
106179609097,SKY MART DUTY FREE ( Terminal Lama ),0
110145414473,SKY MART DUTY FREE ( Terminal Baru ),0
111047941282,MOORTHY STORE,0
111176163850,ONE STOP DUTY FREE,0
111342680657,MARYLAND DUTY FREE,0
112556382227,MILIMEWA SUPERMARKET,0
112655091643,LAYANGAN SHOPPER,0
113325844357,MOORTHY MINI MARKET,2
113805763438,KEDAI CHUAN SENG,1
114080731150,SYARIKAT TAI SENG DUTY FREE SHOP,0
114342640352,LUCKY STAR DUTY FREE SHOP,0
114610116262,BATARAS SUPERSTORE,0
114856815167,SKY TRADING,2
116112599450,PARK VIEW RESTORAN,0
117837404113,SAVEMORE SUPERMARKET,0
120130127563,SYARIKAT SWEE HUAT TRADING,0
125565387082,PETRONAS ZZ STESEN SERVIS,0
96228186148,KEDAI RUNCIT KG LAJAU,0
97993636357,NEW CHIP GUAN ECON MART,0
98145542825,LMJ DISTRIBUTOR SDN BHD,0
98320181158,UTAMA JAYA SUPERSTORE,2
99074141288,SHELL (SRI UMAS SDN BHD),2
99179221822,KEDAI EKONOMI,0
99288814207,KEDAI KERUPANG,1
99296389900,KEDAI KOPI YUMMY,0
99558151397,JIN WANG MART,0
99849749200,SHREE MEGA STORE,0
100071970822,SHELL (STATION MINYAK NURI),0
100072865573,SHELL (GUAN AIK HIN),0
100144906150,UNCASAM CORPORATION SDN BHD (DOUBLE UP),0
100145801227,SHELL (COMSPACE CORPORATION SDN BHD),2
100358047288,MIRHA AQIB MART (KG KALI),1
100369247938,SHELL (MUTIARA KLASIK),2
100448566417,EKONOMI MARKETING,1
100484875153,PETRONAS (SYARIKAT MINYAK SURIA),2
100711841200,PETRONAS (INAH LIM BP STATION),2
100819133558,1 MALAYSIA MINIMARKET,0
100842485068,KEDAI NAM YICK,0
101000178487,SHELL (LIM GUAN BEE),0
101001526825,ZULFIA SUPER STORE,0
101383918450,SERVAY JAYA SUPERMARKET SDN BHD,0
101439763028,TODAY CONVENIENCE STORE,0
101513195017,PETRON (KENINGAU SERVICE STATION),0
101917771618,SABANAH MARKETING (KG AIR),0
101938992353,REST SALIM,0
101939895412,PETRON (STL ENTERPRISE),0
102138213662,PIONEER CORRIDOR SDN BHD (PERMATA),2
102576641588,SHELL (MARKMAJU CORPORATION),2
102878520407,BLUE 24 HOUR,2
103036889278,TINAH ENTERPRISE(MALALA BAZ SDN BHD),0
103045060603,ISLAM ENTERPRISE,0
103332170303,PAKHTUN KHAWA INTERPISE,0
103823725283,NEVER CLOSE SUPERSTORE ( SINSURAN 1 ),0
103831016347,PETRONAS (PSS KKIP),0
103933574047,PETRONAS (PETROGAYA),0
104011095662,PETRONAS (AJ PETROMART),0
104057166307,SHELL (PEI SENG SHELL STATION),0
